year,month,averageSeaTemp,cages,localities,numberSalmon,biomass,feedConsumption,restock,withdrawals
2007,January,8.2559782219,387,55,19443.278,38508.428287,5409.877,0,5379.981196
2007,February,7.2329726211,374,54,18496.275,38088.391896,4605.889,0,3981.946198
2007,March,6.6179656039,345,47,17406.875,37113.771685,5147.426,185.839,4459.077977
2007,April,6.933214967,363,54,20230.072,35037.342266,4956.406,4213.458,4932.117012
2007,May,7.6411039908,385,53,21637.909,33426.892838,4915.607,3623.684,6628.577414
2007,June,8.3032920352,376,52,20933.903,28633.840906,5186.795,467.291,8044.92865
2007,July,9.4621484287,358,48,19104.251,27877.942337,6243.184,50,5840.597856
2007,August,10.7212787107,330,46,18565.199,31850.271352,7806.462,0,3933.049021
2007,September,10.3397530714,321,48,17542.835,32430.579918,8069.644,620.37,3038.00525
2007,October,10.09258042,350,52,19831.399,35490.740495,8095.16,3159.199,4180.860251
2007,November,8.7931862958,352,55,21680.525,38572.957655,6995.19,1920.878,4070.315125
2007,December,7.7426600508,335,53,20525.03,34877.929834,4999.93,809.4,5557.66425
2008,January,6.7787905258,322,51,19390.578,34165.68941,4195.026,0,5619.742684
2008,February,6.1755284954,315,48,19064.492,34075.313865,4208.72,0,3259.84975
2008,March,6.2123154767,285,42,17224.393,30220.212678,3622.459,0,3709.23975
2008,April,6.4817399405,283,45,17828.056,30124.395806,3978.337,1699.193,3873.023073
2008,May,7.4883009566,333,51,23865.268,31521.314006,5512.744,6999.703,4079.82
2008,June,8.5334058287,320,48,22872.374,30709.006503,6289.65,892.238,5412.652125
2008,July,9.9738103517,306,44,21459.341,30789.169583,7935.707,606.096,9340.66725
2008,August,10.728022352,295,45,20488.785,32061.125584,8605.804,253.938,5798.452476
2008,September,11.288558486,294,48,21053.45,32509.776687,8927.51,2342.914,5718.802125
2008,October,10.9989957718,320,53,23613.615,36519.411341,8871.198,3599.059,8461.00275
2008,November,9.236792746,325,53,24278.98,37511.57753,7791.763,1937.849,5493.38625
2008,December,7.8527041047,327,53,23852.334,39441.761772,6745.333,998.913,5778.0905
2009,January,6.8680991779,297,48,22370.652,37889.023902,5531.491,0,5619.742684
2009,February,6.2365841872,287,45,21505.807,38017.022333,4269.696,0,3259.84975
2009,March,5.7897426591,271,42,19779.1,37528.13327,3963.787,0,3709.23975
2009,April,6.3717781199,295,50,22751.298,36663.881012,4953.577,3466.374,3873.023073
2009,May,7.5592956985,346,54,26990.502,35792.933704,6456.352,6954.696,4079.82
2009,June,7.9940938024,346,53,26417.515,41002.17341,8299.385,620.74,5412.652125
2009,July,9.223796865,324,49,25146.174,41072.944956,10942.487,149,9340.66725
2009,August,11.0933960843,327,51,23521.696,44244.528788,11010.635,0,5798.452476
2009,September,11.3202787441,348,57,25415.617,48703.443087,11516.931,2659.221,5718.802125
2009,October,10.2380998144,358,59,27552.861,49524.429849,11465.047,4157.238,8461.00275
2009,November,9.1609476611,354,59,27842.376,51058.229742,9954,1900.335,5493.38625
2009,December,8.2236689991,335,53,26321.757,51794.931169,8762.202,190.056,5778.0905
2010,January,6.6963299625,312,49,24819.153,51323.434028,6021.589,0,4482.34375
2010,February,5.9227390128,332,49,25833.267,55146.701248,5691.767,0,4041.509875
2010,March,5.6612759876,292,46,22437.311,47691.737372,5199.528,0,8209.641809
2010,April,6.0935160151,326,51,25156.313,46233.020569,5625.579,3850.022,5882.853375
2010,May,6.9958603014,342,54,28619.222,43235.771271,6872.099,5188.074,8534.894625
2010,June,7.580094539,331,49,28236.772,42281.582225,8074.452,1392.395,7277.760875
2010,July,9.4891187302,317,46,26581.168,44249.209853,11510.41,324.935,7488.6335
2010,August,9.9901695904,311,49,24436.512,45975.274597,12710.72,0,7850.21775
2010,September,9.8973191607,304,54,24899.299,48937.987714,11967.389,2184.516,6209.0315
2010,October,9.5413412699,318,57,27953.172,50833.630194,11587.606,4865.157,6957.539125
2010,November,8.5043331448,347,58,31220.637,52789.063495,10411.552,3743.484,6834.84409
2010,December,6.9451376869,325,55,29839.949,53701.126722,8644.903,296,6217.79824
2011,January,5.7691721012,317,52,28588.223,53710.392232,6753.843,0,4865.840588
2011,February,5.1217808789,306,49,27576.198,54847.287055,5816.835,0,3706.31275
2011,March,4.8382072256,297,48,26328.095,53417.307486,5841.253,0,5923.647625
2011,April,5.0680806531,289,51,24972.667,45880.017139,5781.803,1173.155,7659.284682
2011,May,6.385559042,317,55,30296.547,45481.287572,8384.498,4889.209,10737.435108
2011,June,7.4449220102,321,49,29535.602,43735.309803,8862.471,1296.35,8295.516184
2011,July,8.1060585052,309,48,28407.364,46788.401177,11494.842,447.717,5645.9245
2011,August,9.8703173881,306,51,26716.235,51953.694224,14505.275,525.653,6739.531723
2011,September,11.1957368997,324,58,29066.508,57314.656538,14721.168,2852.295,7049.551559
2011,October,10.3857301924,342,62,32340.263,57452.88901,12367.685,4725.86,9321.031125
2011,November,9.3401972957,355,63,32735.851,60239.565064,12093.268,2123.902,7637.264875
2011,December,8.2631098099,338,59,30678.217,57574.650757,9565.947,233.523,9709.530395
2012,January,7.2748847292,316,54,29443.982,58891.419513,8631.084,0,5016.2245
2012,February,5.9467399544,302,53,28135.756,57748.617491,7441.192,0,7247.122032
2012,March,5.7987173648,272,51,25955.758,53556.014108,6930.835,0,13290.799142
2012,April,6.5855005839,276,55,26898.813,47602.126924,6731.991,3014.61,10462.69675
2012,May,7.179562865,309,56,31162.005,41328.09478,6331.268,6124.098,11409.44325
2012,June,7.8328801569,299,51,29889.308,40491.547267,8463.358,500,7734.6885
2012,July,9.2797880527,302,51,28594.83,45271.57586,11839.597,63.319,4990.664375
2012,August,10.1320297595,325,54,29304.336,52935.368405,14989.302,1805.273,6019.922375
2012,September,10.9826539379,336,61,30897.218,55861.149141,14352.421,4184.184,8030.798375
2012,October,9.9910918605,334,62,31596.423,57568.725866,13546.246,2513.423,9678.209125
2012,November,8.9631884907,337,62,31209.932,58479.298987,11049.963,1719.891,7697.25175
2012,December,7.6595472192,339,58,30710.757,61236.274464,9599.003,1213.642,5075.955125
2013,January,6.3967378132,325,56,29787.849,63241.420764,8191.662,0,4313.345871
2013,February,5.3746057644,312,54,28233.549,61125.76032,5110.723,0,6415.3895
2013,March,5.406519703,291,52,26610.856,56558.341062,5029.29,75.402,8411.139625
2013,April,5.5108390846,283,49,26036.284,49854.014642,5236.237,1223.432,10381.12525
2013,May,6.2287159319,308,55,29476.821,45348.886374,6834.339,5674.789,10279.18675
2013,June,7.354620978,307,51,29920.147,45702.702254,9341.292,1996.621,7683.423
2013,July,8.9027431552,304,50,29668.39,52680.186613,14128.022,966.064,5006.90525
2013,August,10.1679172047,313,57,28323.034,55926.83333,16398.014,589.771,9132.447375
2013,September,10.5086444055,313,63,29270.856,59464.931692,15578.275,2664.337,8898.549875
2013,October,9.8851802539,338,61,33065.18,60441.574112,13923.818,5769.456,10836.154375
2013,November,9.3046671943,339,60,32833.933,59681.032024,11636.084,2187.509,10338.38875
2013,December,8.1077950446,317,54,30475.784,57493.66838,10542.828,0,10722.594
2014,January,6.9357387951,296,52,28916.619,57875.45621,8802.146,0,6583.955733
2014,February,5.7279868134,285,51,27654.066,59305.86306,8217.155,0,5215.777625
2014,March,5.5395891889,268,53,26466.536,51525.918365,6523.809,1461.953,12717.165
2014,April,6.1571121958,273,50,28583.787,45460.407442,6673.412,4419.329,11564.81325
2014,May,7.1628234853,298,51,30961.034,44729.278495,7687.369,3977.595,6535.641375
2014,June,7.7675989511,304,50,31428.717,45546.986255,9670.932,1596.745,7328.294072
2014,July,9.2999223411,292,50,29119.008,47731.735232,13584.363,0,9296.50813
2014,August,10.4396416549,296,53,28590.386,51008.088996,13751.254,1561.217,8516.486649
2014,September,10.6361370576,301,58,30053.825,54993.680838,14144.561,3999.573,6768.542616
2014,October,10.7960655523,320,54,32298.886,58363.062631,13021.664,4383.312,6921.147456
2014,November,9.6141671829,318,54,31873.084,61350.363505,12340.825,1502.856,6934.151
2014,December,8.4566631651,305,54,29880.805,61031.209421,10375.503,197.931,8688.542125
